id,Opened,Closed,Status,ResponsibleAgency,Address,Category,RequestType,Request Details,Source,Supervisor District,Neighborhood,Updated,Point,x,y
2141104,3/18/13,3/19/13,Closed,DPW Ops Queue," 225 ELLIS ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,3/18/09 23:15,"[37.785174460647, -122.409913931805]",-122.4099139,37.78517446
2141095,3/18/13,3/20/13,Closed,DPW Ops Queue,Intersection of ELLIS ST and TAYLOR ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,3/19/09 15:27,"[37.7850744633273, -122.411139893497]",-122.4111399,37.78507446
2141088,3/18/13,3/20/13,Closed,DPW Ops Queue,"565 ELLIS ST, SAN FRANCISCO, CA, 94109",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,3/19/09 15:27,"[37.78446195347, -122.415529956282]",-122.41553,37.78446195
2141084,3/18/13,3/20/13,Closed,DPW Ops Queue,Intersection of EDDY ST and TAYLOR ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,3/19/09 15:27,"[37.7841410971463, -122.410951471563]",-122.4109515,37.7841411
2141077,3/18/13,3/20/13,Closed,DPW Ops Queue,Intersection of JONES ST and TURK ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,3/19/09 15:27,"[37.7830040965109, -122.412411848948]",-122.4124118,37.7830041
2140940,3/18/13,3/19/13,Closed,DPW Ops Queue,Intersection of MISSION ST and WASHBURN ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,South of Market,3/18/09 23:16,"[37.7758897318351, -122.415128050643]",-122.4151281,37.77588973
2140312,3/18/13,3/20/13,Closed,DPW Ops Queue,"1237 ALABAMA ST, SAN FRANCISCO, CA, 94110",Street and Sidewalk Cleaning,Street_Cleaning,Human_waste_or_urine,Voice In,9,Mission,3/19/09 15:28,"[37.752359577, -122.410359242]",-122.4103592,37.75235958
2140296,3/18/13,3/26/13,Closed,DPW Ops Queue,"1242 ALABAMA ST, SAN FRANCISCO, CA, 94110",Street and Sidewalk Cleaning,Street_Cleaning,Human_waste_or_urine,Voice In,9,Mission,3/25/09 9:16,"[37.751981594, -122.411172908]",-122.4111729,37.75198159
2140167,3/18/13,3/27/13,Closed,DPW Ops Queue,"263 LINDEN ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,5,Downtown/Civic Center,3/26/09 7:16,"[37.776371951, -122.422226009]",-122.422226,37.77637195
2139715,3/18/13,3/19/13,Closed,DPW Ops Queue,Intersection of 17TH ST and CAPP ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,9,Mission,3/18/09 20:17,"[37.7634962866592, -122.418483896784]",-122.4184839,37.76349629
2139696,3/18/13,3/19/13,Closed,DPW Ops Queue,"725 LARKIN ST, SAN FRANCISCO, CA, 94109",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,3/18/09 7:03,"[37.784622919909, -122.417857819752]",-122.4178578,37.78462292
2139689,3/18/13,3/20/13,Closed,DPW Ops Queue,Intersection of LEAVENWORTH ST and MCALLISTER ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,3/19/09 7:19,"[37.780926968726, -122.413676291653]",-122.4136763,37.78092697
2139678,3/18/13,3/19/13,Closed,DPW Ops Queue,"500 LARKIN ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,3/18/09 7:03,"[37.782415654986, -122.41727626028]",-122.4172763,37.78241565
2139668,3/18/13,3/19/13,Closed,DPW Ops Queue,"516 ELLIS ST, SAN FRANCISCO, CA, 94109",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,3/18/09 8:03,"[37.784682345205, -122.414669825815]",-122.4146698,37.78468235
2139661,3/18/13,3/20/13,Closed,DPW Ops Queue,"1072 MARKET ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,3/19/09 7:19,"[37.781520917139, -122.411362874406]",-122.4113629,37.78152092
2139653,3/18/13,3/19/13,Closed,DPW Ops Queue," 380 EDDY ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,3/18/09 7:03,"[37.783816933106, -122.413945581983]",-122.4139456,37.78381693
2139639,3/18/13,3/19/13,Closed,DPW Ops Queue,"1000 MARKET ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,3/18/09 7:03,"[37.782272489326, -122.410365618047]",-122.4103656,37.78227249
2139631,3/18/13,3/20/13,Closed,DPW Ops Queue,"434 ELLIS ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,3/19/09 7:19,"[37.784837579943, -122.413378204687]",-122.4133782,37.78483758
2139425,3/18/13,3/19/13,Closed,DPW Ops Queue,"500 VALENCIA ST, SAN FRANCISCO, CA, 94110",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,8,Mission,3/18/09 20:17,"[37.764864672916, -122.421950789938]",-122.4219508,37.76486467
2139280,3/18/13,3/20/13,Closed,DPW Ops Queue,Intersection of BAY SHORE BLVD and LELAND AVE,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,10,Visitacion Valley,3/19/09 12:24,"[37.7111886929544, -122.403649947475]",-122.4036499,37.71118869
2139175,3/18/13,3/24/13,Closed,DPW Ops Queue,"1661 14TH AVE, SAN FRANCISCO, CA, 94122",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,7,Inner Sunset,3/23/09 7:14,"[37.757047803, -122.471750449]",-122.4717504,37.7570478
2139160,3/18/13,3/19/13,Closed,DPW Ops Queue,"126 JULIAN AVE, SAN FRANCISCO, CA, 94103",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,9,Mission,3/18/09 20:17,"[37.766141785171, -122.421082216775]",-122.4210822,37.76614179
2138904,3/18/13,3/20/13,Closed,DPW Ops Queue,"751 GRAFTON AVE, SAN FRANCISCO, CA, 94112",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,11,Ocean View,3/19/09 12:24,"[37.71996455768, -122.460735552006]",-122.4607356,37.71996456
2138847,3/18/13,3/20/13,Closed,DPW Ops Queue,Intersection of COTTER ST and SAN JOSE AVE,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,11,Outer Mission,3/19/09 12:24,"[37.7302524027756, -122.437485703787]",-122.4374857,37.7302524
2138833,3/18/13,3/18/13,Closed,DPW Ops Queue,Intersection of GEARY ST and SHANNON ST,Street and Sidewalk Cleaning,Street_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,3/17/09 10:14,"[37.7868344466607, -122.412340198182]",-122.4123402,37.78683445
2138373,3/18/13,3/19/13,Closed,DPW Ops Queue,Intersection of GENEVA AVE and MISSION ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,11,Outer Mission,3/18/09 9:04,"[37.7164594702207, -122.441019512975]",-122.4410195,37.71645947
2137354,3/17/13,3/18/13,Closed,DPW Ops Queue,Intersection of ELLIS ST and JONES ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,3/17/09 14:03,"[37.7848662629825, -122.412782034851]",-122.412782,37.78486626
2137348,3/17/13,3/18/13,Closed,DPW Ops Queue,"444 HYDE ST, SAN FRANCISCO, CA, 94109",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,3/17/09 14:03,"[37.784876654745, -122.416088375863]",-122.4160884,37.78487665
2137346,3/17/13,3/18/13,Closed,DPW Ops Queue,"421 LEAVENWORTH ST, SAN FRANCISCO, CA, 94109",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,3/17/09 14:03,"[37.784853700397, -122.41454001881]",-122.41454,37.7848537
2137340,3/17/13,3/18/13,Closed,DPW Ops Queue,Intersection of LEAVENWORTH ST and OFARRELL ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,3/17/09 14:03,"[37.7855825352246, -122.414617250961]",-122.4146173,37.78558254
2137336,3/17/13,3/18/13,Closed,DPW Ops Queue,"476 EDDY ST, SAN FRANCISCO, CA, 94109",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,3/17/09 14:03,"[37.783620032857, -122.415497957315]",-122.415498,37.78362003
2137332,3/17/13,3/18/13,Closed,DPW Ops Queue,Intersection of GOLDEN GATE AVE and TAYLOR ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,3/17/09 14:03,"[37.7822305956242, -122.41029213588]",-122.4102921,37.7822306
2136657,3/17/13,3/19/13,Closed,DPW Ops Queue,Intersection of HOWARD ST and RUSS ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,South of Market,3/18/09 8:03,"[37.7788607250672, -122.408271534865]",-122.4082715,37.77886073
2136613,3/17/13,3/19/13,Closed,DPW Ops Queue,"30 WASHBURN ST, SAN FRANCISCO, CA, 94103",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,South of Market,3/18/09 8:03,"[37.775476980874, -122.414708154437]",-122.4147082,37.77547698
2136555,3/17/13,3/19/13,Closed,DPW Ops Queue,"301 ELLIS ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,3/18/09 7:04,"[37.785014093639, -122.411178147702]",-122.4111781,37.78501409
2136549,3/17/13,3/19/13,Closed,DPW Ops Queue,Intersection of GOLDEN GATE AVE and HYDE ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,3/18/09 7:03,"[37.7816543173929, -122.415505129216]",-122.4155051,37.78165432
2136544,3/17/13,3/19/13,Closed,DPW Ops Queue," 240 JONES ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,3/18/09 7:04,"[37.783396672142, -122.41241929763]",-122.4124193,37.78339667
2136541,3/17/13,3/19/13,Closed,DPW Ops Queue,"220 JONES ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,3/18/09 7:04,"[37.783218551897, -122.412384090011]",-122.4123841,37.78321855
2136504,3/17/13,3/27/13,Closed,DPW Ops Queue,"578 HAIGHT ST, SAN FRANCISCO, CA, 94117",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,5,Western Addition,3/26/09 7:16,"[37.77218939, -122.431693118]",-122.4316931,37.77218939
2136423,3/17/13,3/20/13,Closed,DPW Ops Queue,"650 2ND ST, SAN FRANCISCO, CA, 94107",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,South of Market,3/19/09 7:19,"[37.780960071, -122.391557905]",-122.3915579,37.78096007
2136295,3/17/13,3/18/13,Closed,DPW Ops Queue,"748 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94110",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,9,Mission,3/17/09 12:00,"[37.761130094, -122.417454672]",-122.4174547,37.76113009
2135497,3/16/13,3/17/13,Closed,DPW Ops Queue,Intersection of BAY ST and THE EMBARCADERO,Street and Sidewalk Cleaning,Street_Cleaning,Human_waste_or_urine,Voice In,3,North Beach,3/16/09 2:14,"[37.8066188594347, -122.405560616193]",-122.4055606,37.80661886
2135186,3/16/13,3/17/13,Closed,DPW Ops Queue,Intersection of ELLIS ST and LEAVENWORTH ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,3/16/09 13:15,"[37.7846571205337, -122.414430027214]",-122.41443,37.78465712
2135183,3/16/13,3/17/13,Closed,DPW Ops Queue,Intersection of ELLIS ST and LEAVENWORTH ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,3/16/09 13:15,"[37.7846571205337, -122.414430027214]",-122.41443,37.78465712
2135179,3/16/13,4/3/13,Closed,DPW Ops Queue,Intersection of GOLDEN GATE AVE and JONES ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,4/2/09 20:19,"[37.7820729735132, -122.412220705195]",-122.4122207,37.78207297
2134360,3/16/13,4/3/13,Closed,DPW Ops Queue,"133 GOLDEN GATE AVE, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,4/2/09 20:19,"[37.781948158935, -122.412763980027]",-122.412764,37.78194816
2134354,3/16/13,3/18/13,Closed,DPW Ops Queue,"255 GOLDEN GATE AVE, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,3/17/09 7:18,"[37.781693488941, -122.414761209928]",-122.4147612,37.78169349
2134345,3/16/13,4/3/13,Closed,DPW Ops Queue,Intersection of GOLDEN GATE AVE and JONES ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,4/2/09 20:19,"[37.7820729735132, -122.412220705195]",-122.4122207,37.78207297
2134338,3/16/13,4/3/13,Closed,DPW Ops Queue,Intersection of GOLDEN GATE AVE and JONES ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,4/2/09 20:16,"[37.7820729735132, -122.412220705195]",-122.4122207,37.78207297
2134267,3/16/13,3/18/13,Closed,DPW Ops Queue,"1668 MISSION ST, SAN FRANCISCO, CA, 94103",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,South of Market,3/17/09 7:18,"[37.771068348, -122.419941517]",-122.4199415,37.77106835
2134124,3/16/13,3/18/13,Closed,DPW Ops Queue,"1025 NATOMA ST, SAN FRANCISCO, CA, 94103",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,South of Market,3/17/09 7:17,"[37.773179264, -122.416317472]",-122.4163175,37.77317926
2134069,3/16/13,3/20/13,Closed,DPW Ops Queue,"532 COLE ST, SAN FRANCISCO, CA, 94117",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,5,Haight Ashbury,3/19/09 11:21,"[37.770057367, -122.450019662]",-122.4500197,37.77005737
2133763,3/16/13,3/18/13,Closed,DPW Ops Queue,Intersection of POLK ST and WILLOW ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,3/17/09 7:17,"[37.7835677876724, -122.419273410521]",-122.4192734,37.78356779
2133552,3/16/13,3/19/13,Closed,DPW Ops Queue,Intersection of POLK ST and SACRAMENTO ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,3,Nob Hill,3/18/09 8:03,"[37.7914959613952, -122.420873291052]",-122.4208733,37.79149596
2133379,3/16/13,3/18/13,Closed,DPW Ops Queue,Intersection of FOLSOM ST and JUNIPER ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,South of Market,3/17/09 7:17,"[37.772342645, -122.413420168]",-122.4134202,37.77234265
2131762,3/15/13,3/16/13,Closed,DPW Ops Queue,"20 JONES ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,3/15/09 20:01,"[37.78133840851, -122.41199637182]",-122.4119964,37.78133841
2131756,3/15/13,3/16/13,Closed,DPW Ops Queue," 140 TURK ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,3/15/09 20:01,"[37.783181562125, -122.411457106145]",-122.4114571,37.78318156
2131750,3/15/13,3/16/13,Closed,DPW Ops Queue," 124 TURK ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,3/15/09 20:02,"[37.783213826003, -122.411204354161]",-122.4112044,37.78321383
2131742,3/15/13,3/16/13,Closed,DPW Ops Queue,"200 LEAVENWORTH ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,3/15/09 20:01,"[37.782831010818, -122.413991067093]",-122.4139911,37.78283101
2131734,3/15/13,3/17/13,Closed,DPW Ops Queue,Intersection of COTTER ST and SAN JOSE AVE,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,11,Outer Mission,3/16/09 13:14,"[37.7302524027756, -122.437485703787]",-122.4374857,37.7302524
2131610,3/15/13,3/16/13,Closed,DPW Ops Queue,Intersection of OFARRELL ST and TAYLOR ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,3/15/09 20:01,"[37.7859963361182, -122.411325601535]",-122.4113256,37.78599634
2131479,3/15/13,3/16/13,Closed,DPW Ops Queue,"22 RUSS ST, SAN FRANCISCO, CA, 94103",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,South of Market,3/15/09 20:01,"[37.779413264393, -122.409062353017]",-122.4090624,37.77941326
2131454,3/15/13,3/16/13,Closed,DPW Ops Queue,"540 BROADWAY, SAN FRANCISCO, CA, 94133",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,3,North Beach,3/15/09 20:01,"[37.797985652397, -122.406154820577]",-122.4061548,37.79798565
2131448,3/15/13,3/16/13,Closed,DPW Ops Queue,"300 COLUMBUS AVE, SAN FRANCISCO, CA, 94133",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,3,North Beach,3/15/09 20:01,"[37.797914600061, -122.406634860851]",-122.4066349,37.7979146
2130966,3/15/13,3/18/13,Closed,DPW Ops Queue,"1232 WASHINGTON ST, SAN FRANCISCO, CA, 94108",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,3,Nob Hill,3/17/09 7:16,"[37.79439987, -122.413566244]",-122.4135662,37.79439987
2130922,3/15/13,3/18/13,Closed,DPW Ops Queue,Intersection of HARRISON ST and SPEAR ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,South of Market,3/17/09 7:16,"[37.7888376726826, -122.389429110336]",-122.3894291,37.78883767
2130795,3/15/13,3/17/13,Closed,DPW Ops Queue,"1601 LARKIN ST, SAN FRANCISCO, CA, 94109",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,3,Nob Hill,3/16/09 17:18,"[37.792610550514, -122.419475440522]",-122.4194754,37.79261055
2130493,3/15/13,3/19/13,Closed,DPW Ops Queue,"148 RUSS ST, SAN FRANCISCO, CA, 94103",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,South of Market,3/18/09 8:03,"[37.778075688, -122.407710439]",-122.4077104,37.77807569
2130414,3/15/13,3/17/13,Closed,DPW Ops Queue,"2762 24TH ST, SAN FRANCISCO, CA, 94110",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,9,Mission,3/16/09 0:15,"[37.753112411, -122.407719858]",-122.4077199,37.75311241
2130288,3/15/13,3/18/13,Closed,DPW Ops Queue,"455 EDDY ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,3/17/09 7:16,"[37.783555479026, -122.415129836161]",-122.4151298,37.78355548
2130276,3/15/13,3/18/13,Closed,DPW Ops Queue,"446 EDDY ST, SAN FRANCISCO, CA, 94109",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,3/17/09 7:16,"[37.783679927453, -122.41502576107]",-122.4150258,37.78367993
2130271,3/15/13,3/18/13,Closed,DPW Ops Queue,"575 EDDY ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,3/17/09 7:16,"[37.783309889679, -122.417089703425]",-122.4170897,37.78330989
2130258,3/15/13,3/18/13,Closed,DPW Ops Queue,"976 MARKET ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,3/17/09 7:16,"[37.782785549425, -122.409761710354]",-122.4097617,37.78278555
2130199,3/15/13,3/15/13,Closed,DPW Ops Queue,"2938 INGALLS ST, SAN FRANCISCO, CA, 94124",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,10,Bayview,3/14/09 11:17,"[37.720633346, -122.391910795]",-122.3919108,37.72063335
2129582,3/15/13,3/16/13,Closed,DPW Ops Queue,"1601 LARKIN ST, SAN FRANCISCO, CA, 94109",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,3,Nob Hill,3/15/09 15:15,"[37.792610550514, -122.419475440522]",-122.4194754,37.79261055
2128832,3/14/13,3/15/13,Closed,DPW Ops Queue,Intersection of 3RD ST and LA SALLE AVE,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,10,Bayview,3/14/09 8:16,"[37.7371693983072, -122.389864559174]",-122.3898646,37.7371694
2128128,3/14/13,3/16/13,Closed,DPW Ops Queue,Intersection of GENEVA AVE and MISSION ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,11,Outer Mission,3/15/09 20:00,"[37.7164594702207, -122.441019512975]",-122.4410195,37.71645947
2128058,3/14/13,3/16/13,Closed,DPW Ops Queue,"110 CAPP ST, SAN FRANCISCO, CA, 94110",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,9,Mission,3/15/09 20:00,"[37.764917389798, -122.418818770027]",-122.4188188,37.76491739
2127786,3/14/13,3/15/13,Closed,DPW Ops Queue,Intersection of 13TH ST and OTIS ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,9,Mission,3/14/09 14:16,"[37.7701113170831, -122.420008481617]",-122.4200085,37.77011132
2127780,3/14/13,3/15/13,Closed,DPW Ops Queue,"250 TAYLOR ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,3/14/09 14:17,"[37.784894099, -122.410896779]",-122.4108968,37.7848941
2127773,3/14/13,3/15/13,Closed,DPW Ops Queue,"701 O'FARRELL ST, SAN FRANCISCO, CA, 94109",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,3/14/09 13:16,"[37.785220074, -122.416503579]",-122.4165036,37.78522007
2127763,3/14/13,3/15/13,Closed,DPW Ops Queue,"535 EDDY ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,3/14/09 13:16,"[37.783388447731, -122.416458087739]",-122.4164581,37.78338845
2127750,3/14/13,3/15/13,Closed,DPW Ops Queue,Intersection of CONTINUUM WAY and GOLDEN GATE AVE,Street and Sidewalk Cleaning,Street_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,3/14/09 13:16,"[37.7817591427414, -122.414683078848]",-122.4146831,37.78175914
2127739,3/14/13,3/15/13,Closed,DPW Ops Queue,"988 MARKET ST, SAN FRANCISCO, CA, 94102",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,Downtown/Civic Center,3/14/09 21:16,"[37.782533032537, -122.41008143133]",-122.4100814,37.78253303
2127543,3/14/13,3/14/13,Closed,DPW Ops Queue,Intersection of BRYANT ST and CONVERSE ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,South of Market,3/13/09 20:01,"[37.7721042461841, -122.407502045246]",-122.407502,37.77210425
2127248,3/14/13,3/15/13,Closed,DPW Ops Queue,Intersection of CLAY ST and DAVIS ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,3,Financial District,3/14/09 21:15,"[37.7953130218899, -122.397974776934]",-122.3979748,37.79531302
2126834,3/14/13,3/15/13,Closed,DPW Ops Queue,Intersection of 17TH ST and HARTFORD ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,8,Castro/Upper Market,3/14/09 21:16,"[37.7625508365939, -122.434062474267]",-122.4340625,37.76255084
2126814,3/14/13,3/18/13,Closed,DPW Ops Queue,Intersection of 8TH ST and BRANNAN ST,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,South of Market,3/17/09 7:16,"[37.7712964638277, -122.40542472737]",-122.4054247,37.77129646
2126402,3/14/13,3/18/13,Closed,DPW Ops Queue,"34 7TH ST, SAN FRANCISCO, CA, 94103",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,6,South of Market,3/17/09 8:15,"[37.77991175688, -122.41219872678]",-122.4121987,37.77991176
2126334,3/14/13,3/18/13,Closed,DPW Ops Queue,Intersection of BAY SHORE BLVD and RAYMOND AVE,Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,10,Visitacion Valley,3/17/09 14:40,"[37.711817961, -122.403280179]",-122.4032802,37.71181796
2126158,3/14/13,3/18/13,Closed,DPW Ops Queue,"590 10TH ST, SAN FRANCISCO, CA, 94103",Street and Sidewalk Cleaning,Sidewalk_Cleaning,Human_waste_or_urine,Voice In,10,South of Market,3/17/09 7:16,"[37.769231272677, -122.408259283068]",-122.4082593,37.76923127
